osm_id,type,name,shop,amenity,brand,addr.street,addr.housenumber,addr.city,addr.postcode,lon,lat
60890260,pub,D'Arcy McGee's,NA,pub,NA,Sparks Street,44,NA,NA,-75.6958229,45.4234025
192375715,convenience,Sunmax Supermarket,convenience,NA,NA,Meadowlands Drive East,1119,NA,NA,-75.7122114,45.3628448
293294911,restaurant,Chantal's Hot Fries,NA,restaurant,NA,NA,NA,NA,NA,-75.5930326,45.2696561
293565377,fast_food,JP's Fries,NA,fast_food,NA,NA,NA,NA,NA,-75.7274245,45.3353187
438892467,cafe,Tea Store,tea,cafe,NA,York Street,53,NA,NA,-75.6928924,45.4282671
440603952,pub,Patty's Pub,NA,pub,NA,Bank Street,1186,NA,NA,-75.6817177,45.3918983
447045908,restaurant,Cora,NA,restaurant,Cora,Rideau Street,179,NA,NA,-75.6893714,45.427413
457282818,fast_food,Claude Chip Wagon,NA,fast_food,NA,NA,NA,NA,NA,-75.6317923,45.4256069
510976473,supermarket,Farmer's Pick,supermarket,NA,NA,Prince Of Wales Drive,1430,NA,NA,-75.7032904,45.3687326
560750193,restaurant,The Cross Bar Restaurant,NA,restaurant,NA,Tenth Line Road,1585,NA,K1E 3E8,-75.492397,45.4720493
588145957,cafe,Ideal Coffee,NA,cafe,NA,Dalhousie Street,176,NA,NA,-75.6944959,45.4325556
588145962,bar,Dominion Tavern,NA,bar,NA,York Street,33,NA,K1N 5S7,-75.693853,45.4279894
588149748,convenience,Lauzon,convenience,NA,NA,Guigues Avenue,207,NA,K1N 5J3,-75.6911296,45.4326553
588151003,restaurant,The King Eddy,NA,restaurant,NA,Clarence Street,45,NA,K1N 5P4,-75.6940676,45.4288022
588151181,restaurant,Milestones,NA,restaurant,NA,Sussex Drive,700,NA,NA,-75.6941768,45.4256084
588178971,restaurant,Blue Cactus,NA,restaurant,NA,By Ward Market Square,2,NA,K1N 9B8,-75.6938017,45.4286044
588178972,restaurant,Zak's Diner,NA,restaurant,NA,By Ward Market Square,14,NA,NA,-75.6935015,45.4283133
588181375,pub,Sen's House,NA,pub,NA,York Street,73,NA,K1N 5T2,-75.6920976,45.4287501
600101630,restaurant,Zak's Diner,NA,restaurant,NA,Elgin Street,220,NA,NA,-75.6912879,45.4186917
600101638,fast_food,Pizza Pizza,NA,fast_food,Pizza Pizza,Elgin Street,230,NA,NA,-75.6911579,45.4185648
600101643,fast_food,Harvey's,NA,fast_food,Harvey's,Elgin Street,216,NA,NA,-75.691363,45.418767
600121720,fast_food,Pizza Pizza,NA,fast_food,Pizza Pizza,Bank Street,931,NA,NA,-75.6864805,45.3999558
600122049,fast_food,Gabriel Pizza,NA,fast_food,Gabriel Pizza,Bank Street,277,NA,NA,-75.6962877,45.415551
600126921,restaurant,Daly's,NA,restaurant,NA,Colonel By Drive,11,NA,NA,-75.6924638,45.4247136
600126931,food_court,Dining Hall,NA,food_court,NA,Rideau Street,50,NA,NA,-75.6900368,45.4245725
600127269,restaurant,Wilfred's,NA,restaurant,NA,Rideau Street,1,NA,NA,-75.6955164,45.4253644
671852037,cafe,Starbucks,NA,cafe,Starbucks,Iris Street,2735,NA,NA,-75.7879882,45.3495289
671983436,fast_food,McDonald's,NA,fast_food,McDonald's,Rideau Street,99,NA,NA,-75.6917795,45.4264491
686659922,cafe,Starbucks,NA,cafe,Starbucks,Richmond Road,421,NA,NA,-75.7573384,45.3905632
726928791,fast_food,Pizza Pizza,NA,fast_food,Pizza Pizza,Somerset Street West,673,NA,NA,-75.7059491,45.4114848
736395925,cafe,Tim Hortons,NA,cafe,Tim Hortons,Metcalfe Street,100,NA,NA,-75.6958842,45.4208701
736395952,cafe,Starbucks,NA,cafe,Starbucks,Metcalfe Street,81,NA,NA,-75.6957529,45.421217
747184851,cafe,Bridgehead,NA,cafe,Bridgehead,Richmond Road,440,NA,NA,-75.7581814,45.3896629
747459792,fast_food,Dairy Queen,NA,fast_food,Dairy Queen,Richmond Road,401,NA,NA,-75.7564009,45.3910674
747539341,restaurant,Cadena Restaurant & Tap Bar,NA,restaurant,NA,Richmond Road,385,NA,K2A 0E7,-75.7559923,45.3912464
765178898,fast_food,Geo's Pizza,NA,fast_food,NA,Centrum Boulevard,250,NA,NA,-75.5106624,45.4798886
765363806,cafe,Bridgehead,NA,cafe,Bridgehead,Sparks Street,96,NA,NA,-75.6973938,45.4226533
765366980,cafe,Planet Coffee,NA,cafe,NA,NA,NA,NA,NA,-75.6936392,45.4271156
775320081,fast_food,McDonald's,NA,fast_food,McDonald's,Elgin Street,252,NA,NA,-75.6909105,45.4182521
778695498,restaurant,Gibsons on Queen,NA,restaurant,NA,Queen Street,404,NA,NA,-75.7065824,45.417786
790302894,convenience,Quickie,convenience,NA,NA,Watters Road,915,NA,NA,-75.4755687,45.4836517
790308511,fast_food,Fat Albert's,NA,fast_food,NA,Watters Road,915,NA,NA,-75.4756314,45.4837122
795245165,food_court,Holland Cross Food Court,NA,food_court,NA,NA,NA,NA,NA,-75.7331365,45.4034687
805818076,restaurant,Grey Jay Hospitality,NA,restaurant,NA,NA,NA,NA,NA,-75.6826278,45.4119532
808467735,cafe,Cafe Deluxe,NA,cafe,NA,NA,NA,NA,NA,-75.6959234,45.4217095
808468420,restaurant,Festival Japan,NA,restaurant,NA,Kent Street,149,NA,NA,-75.7020756,45.4188792
808468438,convenience,Quickie,convenience,NA,NA,Albert Street,435,NA,NA,-75.7071759,45.4171571
808846143,pub,Daniel O'Connell's Irish Pub,NA,pub,NA,Wellington Street West,1211,NA,NA,-75.7306274,45.4003571
808846235,pub,The Royal Oak,NA,pub,NA,Wellington Street West,1217,NA,NA,-75.7312723,45.4001957
808846249,restaurant,Fil's diner,NA,restaurant,NA,Wellington Street West,1205,NA,NA,-75.7305636,45.4003813
828565649,fast_food,Saigon Pho,NA,fast_food,NA,Bank Street,232,NA,NA,-75.6977268,45.4167482
828566195,fast_food,Asian Kitchen,NA,fast_food,NA,Bank Street,212,NA,NA,-75.6980746,45.4171868
830672660,food_court,NA,NA,food_court,NA,Place-d'Orléans Drive,110,NA,NA,-75.5163307,45.4779812
830720565,cafe,Preso tea,NA,cafe,NA,Richmond Road,352,NA,NA,-75.7543496,45.3917342
845121550,restaurant,Petit Bill's Bistro,NA,restaurant,NA,Wellington Street West,1293,NA,K1Y 3B1,-75.7354987,45.3990911
876639105,cafe,Tim Hortons,NA,cafe,Tim Hortons,Baseline Road,2545,NA,K2H 7B3,-75.7863524,45.3421621
928639691,deli,Wedel Touch of Europe,deli,NA,NA,By Ward Market Square,5,NA,NA,-75.6934712,45.428573
928639702,grocery,Fairway Trading,grocery,NA,NA,By Ward Market Square,9,NA,NA,-75.6933428,45.4284213
928642850,restaurant,Luxe Bistro,NA,restaurant,NA,York Street,47,NA,NA,-75.6934396,45.4281827
933318961,pub,The Wood on Wellington,NA,pub,NA,Wellington Street West,1237,NA,NA,-75.7324094,45.3997534
938660537,cafe,Second Cup,NA,cafe,Second Cup,Laurier Avenue East,153,NA,K1N 6N8,-75.6843303,45.424905
938691904,cafe,Second Cup,NA,cafe,Second Cup,Metcalfe Street,99,NA,K1P 6L7,-75.6955214,45.4209905
938691909,cafe,Starbucks,NA,cafe,Starbucks,Elgin Street,216,NA,NA,-75.6915984,45.419023
938698341,cafe,Starbucks,NA,cafe,Starbucks,Rideau Street,47,NA,NA,-75.6929674,45.4258653
938706957,cafe,Starbucks,NA,cafe,Starbucks,Queen Street,131,NA,NA,-75.6982529,45.4217659
940310743,cafe,Bridgehead,NA,cafe,Bridgehead,Bank Street,366,NA,NA,-75.6952895,45.4139342
940315054,cafe,Bridgehead,NA,cafe,Bridgehead,Bank Street,750,NA,NA,-75.6888231,45.4035603
940320797,cafe,Bridgehead,NA,cafe,Bridgehead,Bank Street,1172,NA,NA,-75.6820529,45.3922222
941441313,cafe,Bridgehead,NA,cafe,Bridgehead,Beechwood Avenue,131,NA,K1M 1L5,-75.6720114,45.442089
941443111,cafe,Bridgehead,NA,cafe,Bridgehead,Elgin Street,282,NA,NA,-75.6898573,45.4170402
941449475,cafe,Bridgehead,NA,cafe,Bridgehead,Wellington Street West,1279,NA,NA,-75.7345792,45.3993482
941451883,cafe,Bridgehead,NA,cafe,Bridgehead,Slater Street,341,NA,K1R 7Y3,-75.7025424,45.4179425
941527871,cafe,Second Cup,NA,cafe,Second Cup,Carling Avenue,1053,NA,NA,-75.7217389,45.3926855
948968729,cafe,Second Cup,NA,cafe,Second Cup,Rideau Street,50,NA,NA,-75.6908901,45.4248065
948968731,cafe,Second Cup,NA,cafe,Second Cup,Université Private,65,NA,NA,-75.6843119,45.4232829
948968741,pub,Elgin Beer Project,NA,pub,NA,Elgin Street,399,NA,NA,-75.6875637,45.4150264
949085885,cafe,Happy Goat,NA,cafe,NA,Bank Street,1124,NA,NA,-75.6831073,45.3934146
957642723,restaurant,Elmazaj Lebanese Restaurant,NA,restaurant,NA,Canotek Road,5307,NA,NA,-75.587637,45.452842
967976470,restaurant,So Good Restaurant,NA,restaurant,NA,Somerset Street West,717,NA,NA,-75.7078702,45.410692
967976471,restaurant,Ben Ben Restaurant,NA,restaurant,NA,Somerset Street West,697,NA,NA,-75.7070219,45.4110431
968038320,restaurant,Lexus Resto Bar,NA,restaurant,NA,Centrum Boulevard,210,NA,K1E 3V7,-75.512037,45.4787939
975865644,fast_food,Lunch,NA,fast_food,NA,Sparks Street,240,NA,NA,-75.7019652,45.4204018
975866525,fast_food,Subway,NA,fast_food,Subway,Laurier Avenue West,365,NA,NA,-75.7006061,45.4180671
981450335,food_court,Carlingwood Food Court,NA,food_court,NA,Carling Avenue,2121,NA,NA,-75.7682526,45.3727446
1025418075,pub,Taproom 260,NA,pub,NA,Centrum Boulevard,260,NA,NA,-75.5095394,45.4803628
1027969434,restaurant,The Swan at Carp,NA,restaurant,NA,Falldown Lane,108,NA,NA,-76.0393874,45.345863
1143319495,restaurant,Harmony Restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.7060143,45.4070721
1144102551,fast_food,Uncle Tetsu,NA,fast_food,NA,Elgin Street,280,NA,NA,-75.6901453,45.417387
1144102554,cafe,The Ministry of Coffee,NA,cafe,NA,Elgin Street,274,NA,K2P 1M2,-75.6902638,45.4175168
1144102566,restaurant,Pure Kitchen,NA,restaurant,NA,Elgin Street,340,NA,K2P 1M5,-75.6888567,45.4159025
1144102577,restaurant,St. Louis Bar & Grill,NA,restaurant,St. Louis Bar & Grill,Elgin Street,399,NA,NA,-75.6875022,45.414946
1461227907,cafe,Tealive,NA,cafe,NA,Somerset Street West,675,NA,K1R 6P3,-75.7060419,45.4114449
1461227931,supermarket,Kowloon,supermarket,NA,NA,Somerset Street West,712,NA,NA,-75.7076334,45.4104822
1483919748,restaurant,Flippers,NA,restaurant,NA,Bank Street,819,NA,NA,-75.6877944,45.4022472
1483920550,restaurant,Von's,NA,restaurant,NA,Bank Street,819,NA,NA,-75.6878198,45.4022853
1520453682,cafe,Tim Hortons,NA,cafe,Tim Hortons,Hazeldean Road,401,NA,NA,-75.8779526,45.3039853
1520455078,convenience,Circle K,convenience,NA,Circle K,Kakulu Road,7,NA,NA,-75.881619,45.309438
1520455410,fast_food,Willys,NA,fast_food,NA,Kakulu Road,7,NA,NA,-75.8812431,45.3097034
1521214054,fast_food,Dairy Queen,NA,fast_food,Dairy Queen,Hazeldean Road,415,NA,NA,-75.878885,45.3036967
1540354453,restaurant,Giulia,NA,restaurant,NA,NA,NA,NA,NA,-75.6885052,45.415514
1643687468,cafe,The Scone Witch,NA,cafe,NA,Beechwood Avenue,35,NA,K1M 1M1,-75.6770382,45.4395423
1649542506,restaurant,Ottawa Bagelshop and Deli,deli,restaurant,NA,Wellington Street West,1321,NA,K1Y 3B6,-75.73667,45.398855
1649548122,restaurant,The Wellington Gastropub,NA,restaurant,NA,Wellington Street West,1325,NA,K1Y 3B6,-75.7369581,45.3988327
1658402022,restaurant,The Keg,NA,restaurant,The Keg,Richmond Road,529,NA,NA,-75.7619613,45.3882653
1669178975,cafe,Café Alt,NA,cafe,NA,NA,NA,NA,NA,-75.6854103,45.4234375
1675788185,restaurant,Bar Lupulus,NA,restaurant,NA,Wellington Street West,1242,NA,NA,-75.7322726,45.3995023
1709278902,convenience,Circle K,convenience,NA,Circle K,Highgate Road,1400,NA,NA,-75.7698355,45.348898
1725225062,convenience,Circle K,convenience,NA,Circle K,Carling Avenue,1859,NA,NA,-75.7573812,45.37645
1725499851,cafe,Starbucks,NA,cafe,Starbucks,Preston Street,349,NA,NA,-75.7100027,45.4018158
1725501308,pub,The Heart and Crown,NA,pub,NA,Preston Street,353 B,NA,NA,-75.7097784,45.4014625
1729086579,convenience,Circle K,convenience,NA,Circle K,Merivale Road,1025,NA,NA,-75.7328776,45.3790051
1758687529,fast_food,Glen French Fries (chip truck),NA,fast_food,NA,NA,NA,NA,NA,-75.7446979,45.3960646
1782236090,pub,Clocktower Brew Pub,NA,pub,NA,MacKay Street,422,NA,NA,-75.6772687,45.4395679
1798947619,fast_food,Wendy's,NA,fast_food,Wendy's,Edgewater Street,6,NA,NA,-75.8939614,45.295117
1800921194,cafe,Bridgehead,NA,cafe,Bridgehead,Wellington Street West,1024,NA,NA,-75.7236776,45.4045652
1800926194,restaurant,Sushi Ro,NA,restaurant,NA,Wellington Street West,1123,NA,NA,-75.726478,45.4022851
1826905562,cafe,Starbucks,NA,cafe,Starbucks,Elgin Street,100,NA,NA,-75.6933691,45.4210352
1836648080,fast_food,TacoLot,NA,fast_food,NA,Wellington Street West,995,NA,NA,-75.7234813,45.405286
1855068387,pub,The Clocktower Brew Pub,NA,pub,NA,Richmond Road,418,NA,NA,-75.7576196,45.3899194
1870697989,bar,The Nuden,NA,bar,NA,Lagan Way,1560,NA,NA,-75.6288527,45.4109137
2011458417,cafe,Starbucks,NA,cafe,Starbucks,Terry Fox Drive,500,NA,K2T 1C3,-75.916787,45.3086788
2014628785,convenience,Cedars & Co Food Market,convenience,NA,NA,Kilborn Avenue,1793,NA,NA,-75.6451832,45.3880457
2038796564,fast_food,Beneci Pizzeria,NA,fast_food,NA,Lorry Greenberg Drive,4,NA,NA,-75.6210228,45.3690945
2038796571,fast_food,Libnan Bakery & Shawarma,NA,fast_food,NA,Lorry Greenberg Drive,4,NA,NA,-75.6208105,45.3691831
2038796584,convenience,Quickie,convenience,NA,NA,Lorry Greenberg Drive,4,NA,NA,-75.6208901,45.3691568
2038796594,restaurant,Southside Tap & Grill,NA,restaurant,NA,Lorry Greenberg Drive,4,NA,NA,-75.6204542,45.369307
2045639867,supermarket,Mid-East Foods,supermarket,NA,NA,Belfast Road,1010,NA,K1G 4A2,-75.6302422,45.4100972
2078003979,greengrocer,Il Negozio Nicastro,greengrocer,NA,NA,Bank Street,792,NA,K1S 3V8,-75.6884283,45.402895
2088038850,restaurant,Aiyara Thai Cuisine,NA,restaurant,NA,Walkley Road,1590,NA,NA,-75.646263,45.376752
2088038854,fast_food,Dairy Queen,NA,fast_food,Dairy Queen,Walkley Road,1412,NA,NA,-75.6537722,45.3734929
2088038858,restaurant,Zaytoun Pizza,NA,restaurant,NA,Walkley Road,1588,NA,NA,-75.646349,45.3767249
2088038880,fast_food,House of Pizza,NA,fast_food,NA,Walkley Road,1574,NA,NA,-75.6468558,45.3767345
2088038882,restaurant,J.M. Walkley Dining Lounge,NA,restaurant,NA,Walkley Road,1432,NA,NA,-75.6534196,45.3736307
2088038883,fast_food,Subtown,NA,fast_food,NA,Walkley Road,1600,NA,NA,-75.6459663,45.376868
2088038885,convenience,Circle K,convenience,NA,Circle K,Walkley Road,1420,NA,NA,-75.6536009,45.3735609
2088038887,deli,Polka Delicatessan,deli,NA,NA,Walkley Road,1574,NA,NA,-75.6470358,45.3766665
2092975673,cafe,Little Victories Coffee,NA,cafe,NA,Bank Street,801,NA,K1S 3V7,-75.6880743,45.4027534
2096396268,cafe,Tim Hortons,NA,cafe,Tim Hortons,Rideaucrest Drive,5,NA,NA,-75.7225531,45.2848892
2096396271,convenience,Quickie,convenience,NA,NA,Rideaucrest Drive,5,NA,NA,-75.7226712,45.2847685
2097412825,restaurant,Corazon de Maiz,NA,restaurant,NA,NA,NA,NA,NA,-75.6926302,45.4277676
2097412826,restaurant,Pure Power Juice Bar,NA,restaurant,NA,NA,NA,NA,NA,-75.6925537,45.4277098
2097429143,restaurant,Tingz,NA,restaurant,NA,York Street,55,NA,NA,-75.6928105,45.4283016
2097430639,deli,Continental Delicatessen,deli,NA,NA,York Street,57,NA,K1N 9B7,-75.6927249,45.4283311
2097432357,restaurant,Oh So Good,NA,restaurant,NA,York Street,25,NA,NA,-75.6940993,45.4278907
2097433634,restaurant,Sushi Umi,NA,restaurant,NA,Wellington Street West,1311,NA,NA,-75.7359738,45.3989798
2104707493,restaurant,Mona's Taqueria,NA,restaurant,NA,Bank Street,873,NA,NA,-75.686956,45.4008555
2104707497,fast_food,Pizza Hut Delivery,NA,fast_food,Pizza Hut,Bank Street,855,NA,NA,-75.6873491,45.4014885
2104707500,restaurant,The Rowan,NA,restaurant,NA,Bank Street,915,NA,NA,-75.6866067,45.4001695
2104707501,fast_food,Subway,NA,fast_food,Subway,Bank Street,864,NA,NA,-75.6874034,45.4010701
2104707510,fast_food,McDonald's,NA,fast_food,McDonald's,Bank Street,853,NA,NA,-75.687389,45.4015447
2104707515,restaurant,Jericho,NA,restaurant,NA,Bank Street,840,NA,NA,-75.6878902,45.4018809
2104707516,cafe,Gong Cha,NA,cafe,Gong Cha,Bank Street,856,NA,NA,-75.6875663,45.4013093
2104707519,convenience,Glebe Smoke Shop,convenience,NA,NA,Bank Street,844,NA,NA,-75.6878674,45.401847
2104707538,pub,Irene's,NA,pub,NA,Bank Street,885,NA,K1S 3W4,-75.6869277,45.4007447
2118022289,pub,Glebe Central,NA,pub,NA,Bank Street,779,NA,NA,-75.6884533,45.4034403
2118022291,restaurant,La Strada,NA,restaurant,NA,Bank Street,697,NA,NA,-75.6895216,45.4053051
2118022300,restaurant,Feleena's,NA,restaurant,NA,Bank Street,742,NA,NA,-75.6889643,45.4037736
2133832582,bar,Trio Lounge,NA,bar,NA,NA,NA,NA,K1Z 6X2,-75.7525451,45.3928518
2146971239,pub,The Senate Tavern on Wellington,NA,pub,NA,Wellington Street West,1008,NA,K1Y 2X9,-75.723403,45.4048816
2149257005,restaurant,Supply and Demand,NA,restaurant,NA,Wellington Street West,1335,NA,K1Y 3C2,-75.7372765,45.3987213
2156864663,pub,Pubblico Eatery,NA,pub,NA,Wellington Street West,1331,NA,K1Y 3B6,-75.7371071,45.3987528
2180623930,convenience,Quickie,convenience,NA,NA,NA,NA,NA,NA,-75.7916776,45.3629989
2193202452,fast_food,Binh-Go Fries,NA,fast_food,NA,Robertson Road,2135,NA,NA,-75.835742,45.321505
2213666893,supermarket,Your Independent Grocer,supermarket,NA,Your Independent Grocer,Bank Street,296,NA,NA,-75.6964903,45.4150313
2242157232,fast_food,Tommy's Chip Wagon,NA,fast_food,NA,NA,NA,NA,NA,-75.7327454,45.399581
2242201582,fast_food,Epicurean Munchie Truck,NA,fast_food,NA,NA,NA,NA,NA,-75.6621771,45.4358113
2242208974,fast_food,Ad Mare,NA,fast_food,NA,NA,NA,NA,NA,-75.6975948,45.4201745
2242224743,fast_food,Ragin' Cajun,NA,fast_food,NA,NA,NA,NA,NA,-75.6901953,45.4059039
2242260829,fast_food,Asian-Fusion,NA,fast_food,NA,NA,NA,NA,NA,-75.7020624,45.416714
2242264585,fast_food,Lunch,NA,fast_food,NA,NA,NA,NA,NA,-75.7043265,45.4183493
2242297930,restaurant,Nate's Deli,NA,restaurant,NA,Sparks Street,152,NA,K1P 5M4,-75.6991305,45.4219867
2277737092,restaurant,Moose McGuire's,NA,restaurant,NA,Eagleson Road,320,NA,K2M 1C9,-75.8760806,45.3007484
2277788204,cafe,Tim Hortons,NA,cafe,Tim Hortons,Edgewater Street,6,NA,NA,-75.8938952,45.2951545
2294817715,restaurant,Elgin Street Diner,NA,restaurant,NA,Elgin Street,374,NA,K2P 1N1,-75.6880264,45.4149134
2295959714,cafe,Bridgehead,NA,cafe,Bridgehead,Anderson Street,130,NA,NA,-75.7130017,45.4073291
2295959718,restaurant,Sanguiccio,NA,restaurant,NA,Preston Street,183,NA,NA,-75.7128332,45.4064824
2296549958,restaurant,Rosebowl Steak & Seafood,NA,restaurant,NA,Preston Street,228,NA,NA,-75.7124544,45.4051999
2296549959,restaurant,La Dolce Vita,NA,restaurant,NA,Preston Street,180,NA,NA,-75.7131027,45.4061857
2296549964,restaurant,Pub Italia,NA,restaurant,NA,Preston Street,434,NA,NA,-75.7090552,45.3995041
2331294972,cafe,Starbucks,NA,cafe,Starbucks,Earl Grey Drive,400,NA,NA,-75.914583,45.311364
2383388855,cafe,Starbucks,NA,cafe,Starbucks,O'Connor Street,124,NA,NA,-75.6972935,45.4193923
2388632480,cafe,Starbucks,NA,cafe,Starbucks,Airport Parkway Private,1000,NA,NA,-75.665454,45.3209995
2400746454,pub,The Royal Oak,NA,pub,NA,March Road,329,NA,NA,-75.9081329,45.3352604
2402682118,restaurant,Sushi 88,NA,restaurant,Sushi 88,Somerset Street West,690 B,NA,K1R 6P4,-75.7063288,45.4110448
2408276927,fast_food,The Chip Shop,NA,fast_food,NA,Hazeldean Road,6001,NA,NA,-75.9252178,45.2755382
2422169473,fast_food,Subway,NA,fast_food,Subway,Carling Avenue,1423,NA,NA,-75.7407128,45.3860361
2434101397,restaurant,Saigon Restaurant,NA,restaurant,NA,Clarence Street,85,NA,NA,-75.6929462,45.4292289
2434101402,restaurant,Tomo,NA,restaurant,NA,Clarence Street,109,NA,NA,-75.692324,45.4295024
2434101407,cafe,La Catrina Churros + Café Bar,NA,cafe,NA,Clarence Street,105,NA,NA,-75.6923938,45.4294657
2434101409,restaurant,Frida's Mexican Kitchen,NA,restaurant,NA,Clarence Street,105 A,NA,NA,-75.6924394,45.4294384
2434150770,pub,The Senate Sports Tavern & Eatery,NA,pub,NA,Clarence Street,33,NA,NA,-75.6945214,45.4285891
2434150771,restaurant,India Curry and Kebab House,NA,restaurant,NA,Clarence Street,39,NA,NA,-75.6944173,45.4286354
2434150773,restaurant,Play Food & Wine,NA,restaurant,NA,York Street,1,NA,NA,-75.6948678,45.4275904
2434150777,restaurant,Lavender Grill,NA,restaurant,NA,Clarence Street,41,NA,NA,-75.6942397,45.4287096
2434582418,restaurant,NA,NA,restaurant,NA,York Street,41,NA,NA,-75.693666,45.4280982
2435143841,fast_food,Subway,NA,fast_food,Subway,Bank Street,106,NA,NA,-75.7005644,45.4200067
2435572791,cafe,Starbucks,NA,cafe,Starbucks,Albert Street,340,NA,NA,-75.7024634,45.4187943
2446563762,pub,The Newboro,NA,pub,NA,Richmond Road,295,NA,NA,-75.7518428,45.3931414
2447686802,convenience,Aljazeera Food Market,convenience,NA,NA,Wellington Street West,1101,NA,NA,-75.725836,45.402849
2450668977,restaurant,Indian express,NA,restaurant,NA,Somerset Street West,1000,NA,NA,-75.7155319,45.4078151
2450668978,restaurant,Xtreme Pizza,NA,restaurant,NA,Preston Street,125,NA,NA,-75.7138248,45.408036
2450668987,restaurant,Karuna Cafe,NA,restaurant,NA,Somerset Street West,820,NA,NA,-75.7112188,45.4091319
2450668991,restaurant,Corner Peach,NA,restaurant,NA,Somerset Street West,802,NA,NA,-75.7106448,45.4093221
2450668997,convenience,Phuoc Loi Orient Grocery,convenience,NA,NA,Somerset Street West,791,NA,NA,-75.7103712,45.4097848
2450983254,convenience,Al Kalaa ha lal meat,convenience,NA,NA,Kirkwood Avenue,557,NA,NA,-75.7428929,45.3891574
2450983313,deli,Il Negozio Italian food,deli,NA,NA,Wellington Street West,1355,NA,NA,-75.7386737,45.3984164
2453133822,pub,Danbys Bar And Grill,NA,pub,NA,Munster Road,2858,NA,NA,-75.9404223,45.1647326
2456328309,fast_food,Harvey's,NA,fast_food,Harvey's,Airport Parkway Private,1000,NA,NA,-75.6669366,45.3220247
2458140964,fast_food,Pizza Pizza,NA,fast_food,Pizza Pizza,Wellington Street West,1199,NA,NA,-75.7302806,45.4004778
2459473613,fast_food,Cadman's Bagel,NA,fast_food,NA,Carling Avenue,2177,NA,NA,-75.7710421,45.3702978
2459775704,restaurant,The Shore Club,NA,restaurant,NA,Colonel By Drive,11,NA,NA,-75.6923304,45.4245596
2476948868,food_court,NA,NA,food_court,NA,NA,NA,NA,NA,-75.6789794,45.4192976
2476963172,fast_food,Subway,NA,fast_food,Subway,Laurier Avenue East,50,NA,NA,-75.6867985,45.4233215
2476963173,restaurant,Freshii,NA,restaurant,Freshii,NA,NA,NA,NA,-75.6869362,45.4232434
2476976981,fast_food,Pizza Lovers,NA,fast_food,NA,Laurier Avenue East,223,NA,NA,-75.681722,45.4259469
2476976982,fast_food,Subway,NA,fast_food,Subway,Laurier Avenue East,229,NA,NA,-75.6816218,45.4259832
2476976983,fast_food,Oka's,NA,fast_food,NA,Laurier Avenue East,233,NA,NA,-75.6815277,45.4260538
2476976985,cafe,Figaro,NA,cafe,NA,Laurier Avenue East,234,NA,K1N 6P2,-75.6813629,45.4257942
2476976986,convenience,Circle K,convenience,NA,Circle K,Laurier Avenue East,210,NA,NA,-75.6817633,45.4256317
2488820401,convenience,Preston Food Market,convenience,NA,NA,Preston Street,71,NA,NA,-75.7147372,45.4096512
2501656860,cafe,Tim Hortons,NA,cafe,Tim Hortons,Walkley Road,1950,NA,NA,-75.6315333,45.3826826
2538363336,restaurant,The Works,NA,restaurant,NA,St-Laurent Boulevard,363,NA,NA,-75.6509686,45.4488458
2546870760,cafe,Second Cup,NA,cafe,Second Cup,O'Connor Street,111,NA,NA,-75.697723,45.4214639
2556547862,restaurant,Chinhon Restaurant,NA,restaurant,NA,Perth Street,6179,NA,NA,-75.8425581,45.1940745
2570629670,restaurant,Mexicali Rosa's,NA,restaurant,NA,Queen Elizabeth Driveway,1001,NA,NA,-75.7056158,45.3965033
2586816963,fast_food,Subway,NA,fast_food,Subway,West Hunt Club Road,340,NA,NA,-75.7138806,45.33758
2604569377,pub,The Royal Oak,NA,pub,NA,Centrepointe Drive,117,NA,NA,-75.7627349,45.3430809
2604734740,restaurant,Perspectives,NA,restaurant,NA,Legget Drive,525,NA,NA,-75.9173257,45.3479823
2604947798,cafe,Mantovani 1946,NA,cafe,NA,Murray Street,87,NA,NA,-75.6936311,45.4297926
2604969041,restaurant,Sante,NA,restaurant,NA,Rideau Street,45,NA,NA,-75.6931671,45.4257833
2605229894,pub,Manx,NA,pub,NA,NA,NA,NA,NA,-75.6881566,45.4150346
2622899069,fast_food,Domino's,NA,fast_food,Domino's,Carling Avenue,1393,NA,NA,-75.7396346,45.3863321
2624036640,restaurant,Amberwood Lounge & Eatery,NA,restaurant,NA,Springbrook Drive,54,NA,K2S 1B9,-75.9222786,45.2712875
2625061152,restaurant,Cabotto's,NA,restaurant,NA,Hazeldean Road,5816,NA,K2S 1B9,-75.9164633,45.2798792
2627158361,restaurant,Minari,NA,restaurant,NA,Somerset Street West,610,NA,NA,-75.703979,45.4121002
2636936195,restaurant,Haldi East Indian Cuisine,NA,restaurant,NA,Preston Street,449,NA,NA,-75.7082659,45.3989885
2643819840,pub,The Standard Tavern,NA,pub,NA,Elgin Street,360,NA,NA,-75.688424,45.4153568
2685151033,deli,Nicastro Foods,deli,NA,NA,Preston Street,304,NA,NA,-75.7113838,45.4034263
2685161867,restaurant,Frattoria Caffe Italia,NA,restaurant,NA,Preston Street,254,NA,NA,-75.7121496,45.4046719
2685200915,cafe,Marcello's,NA,cafe,NA,Preston Street,NA,NA,NA,-75.7101366,45.4020571
2685204465,restaurant,Meadow's Diner,NA,restaurant,NA,Preston Street,NA,NA,NA,-75.7082359,45.3988027
