osm_id,name,ons_type,type,shop,amenity,brand,addr.street,addr.housenumber,addr.city,addr.postcode,lon,lat
60890260,D'Arcy McGee's,restaurant,pub,NA,pub,NA,Sparks Street,44,NA,NA,-75.6958229,45.4234025
192375715,Sunmax Supermarket,convenience,convenience,convenience,NA,NA,Meadowlands Drive East,1119,NA,NA,-75.7122114,45.3628448
286257811,Marché Bonichoix,grocery,supermarket,supermarket,NA,NA,NA,NA,NA,NA,-75.275411,45.2742092
293294911,Chantal's Hot Fries,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.5930326,45.2696561
293565377,JP's Fries,fast_food,fast_food,NA,fast_food,NA,NA,NA,NA,NA,-75.7274245,45.3353187
298936063,MacEwen,convenience,convenience,convenience,fuel,MacEwen,Wilson Street West,11,Perth,K7H 2M8,-76.2531442,44.9012046
322132928,The Red Fox Restaraunt and Tavern,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2522307,44.9003995
438892467,Tea Store,fast_food,cafe,tea,cafe,NA,York Street,53,NA,NA,-75.6928924,45.4282671
440603952,Patty's Pub,restaurant,pub,NA,pub,NA,Bank Street,1186,NA,NA,-75.6817177,45.3918983
443149505,Jersey Joe's,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2546359,44.9024783
443151704,Peter's Restaurant,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2485318,44.8989202
443152542,Fiddleheads Bar & Grill,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2512987,44.899623
443152543,Coutts Coffee Roastery & Cafe,fast_food,cafe,NA,cafe,NA,NA,NA,NA,NA,-76.2492273,44.8999295
447045908,Cora,restaurant,restaurant,NA,restaurant,Cora,Rideau Street,179,NA,NA,-75.6893714,45.427413
457282818,Claude Chip Wagon,fast_food,fast_food,NA,fast_food,NA,NA,NA,NA,NA,-75.6317923,45.4256069
472451128,La Vallée,restaurant,restaurant,NA,restaurant,NA,Route 105,1418,Chelsea,J9B 1P4,-75.8709782,45.5743262
472492270,Quickie,convenience,convenience,convenience,NA,NA,Rideau Street,712,NA,NA,-75.6532193,45.0208873
501768047,The Mackenzie King Estate Tearoom,restaurant,restaurant,NA,restaurant,NA,Chemin Barnes,75,NA,NA,-75.8479167,45.4833831
510976473,Farmer's Pick,grocery,supermarket,supermarket,NA,NA,Prince Of Wales Drive,1430,NA,NA,-75.7032904,45.3687326
519546528,O'Max,restaurant,restaurant,NA,restaurant,NA,Chemin de Masson,849,NA,NA,-75.4212231,45.5467595
560750193,The Cross Bar Restaurant,restaurant,restaurant,NA,restaurant,NA,Tenth Line Road,1585,NA,K1E 3E8,-75.492397,45.4720493
588145957,Ideal Coffee,fast_food,cafe,NA,cafe,NA,Dalhousie Street,176,NA,NA,-75.6944959,45.4325556
588145962,Dominion Tavern,restaurant,bar,NA,bar,NA,York Street,33,NA,K1N 5S7,-75.693853,45.4279894
588149748,Lauzon,convenience,convenience,convenience,NA,NA,Guigues Avenue,207,NA,K1N 5J3,-75.6911296,45.4326553
588151003,The King Eddy,restaurant,restaurant,NA,restaurant,NA,Clarence Street,45,NA,K1N 5P4,-75.6940676,45.4288022
588151181,Milestones,restaurant,restaurant,NA,restaurant,NA,Sussex Drive,700,NA,NA,-75.6941768,45.4256084
588178971,Blue Cactus,restaurant,restaurant,NA,restaurant,NA,By Ward Market Square,2,NA,K1N 9B8,-75.6938017,45.4286044
588178972,Zak's Diner,restaurant,restaurant,NA,restaurant,NA,By Ward Market Square,14,NA,NA,-75.6935015,45.4283133
588181375,Sen's House,restaurant,pub,NA,pub,NA,York Street,73,NA,K1N 5T2,-75.6920976,45.4287501
600101630,Zak's Diner,restaurant,restaurant,NA,restaurant,NA,Elgin Street,220,NA,NA,-75.6912879,45.4186917
600101638,Pizza Pizza,fast_food,fast_food,NA,fast_food,Pizza Pizza,Elgin Street,230,NA,NA,-75.6911579,45.4185648
600101643,Harvey's,fast_food,fast_food,NA,fast_food,Harvey's,Elgin Street,216,NA,NA,-75.691363,45.418767
600121720,Pizza Pizza,fast_food,fast_food,NA,fast_food,Pizza Pizza,Bank Street,931,NA,NA,-75.6864805,45.3999558
600122049,Gabriel Pizza,fast_food,fast_food,NA,fast_food,Gabriel Pizza,Bank Street,277,NA,NA,-75.6962877,45.415551
600126921,Daly's,restaurant,restaurant,NA,restaurant,NA,Colonel By Drive,11,NA,NA,-75.6924638,45.4247136
600126931,Dining Hall,fast_food,food_court,NA,food_court,NA,Rideau Street,50,NA,NA,-75.6900368,45.4245725
600127269,Wilfred's,restaurant,restaurant,NA,restaurant,NA,Rideau Street,1,NA,NA,-75.6955164,45.4253644
671832491,Au Pied de la Tour Dépanneur,convenience,convenience,convenience,NA,NA,NA,NA,NA,NA,-75.7084768,45.4402136
671834590,QuicKie,convenience,convenience,convenience,NA,NA,NA,NA,NA,NA,-75.7205925,45.4370751
671834591,Subway,fast_food,fast_food,NA,fast_food,Subway,Boulevard Sacré-Coeur,25,NA,NA,-75.7207668,45.4370563
671852037,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Iris Street,2735,NA,NA,-75.7879882,45.3495289
671983436,McDonald's,fast_food,fast_food,NA,fast_food,McDonald's,Rideau Street,99,NA,NA,-75.6917795,45.4264491
686659922,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Richmond Road,421,NA,NA,-75.7573384,45.3905632
726928791,Pizza Pizza,fast_food,fast_food,NA,fast_food,Pizza Pizza,Somerset Street West,673,NA,NA,-75.7059491,45.4114848
736395925,Tim Hortons,fast_food,cafe,NA,cafe,Tim Hortons,Metcalfe Street,100,NA,NA,-75.6958842,45.4208701
736395952,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Metcalfe Street,81,NA,NA,-75.6957529,45.421217
747184851,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Richmond Road,440,NA,NA,-75.7581814,45.3896629
747459792,Dairy Queen,fast_food,fast_food,NA,fast_food,Dairy Queen,Richmond Road,401,NA,NA,-75.7564009,45.3910674
747539341,Cadena Restaurant & Tap Bar,restaurant,restaurant,NA,restaurant,NA,Richmond Road,385,NA,K2A 0E7,-75.7559923,45.3912464
765178898,Geo's Pizza,fast_food,fast_food,NA,fast_food,NA,Centrum Boulevard,250,NA,NA,-75.5106624,45.4798886
765363806,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Sparks Street,96,NA,NA,-75.6973938,45.4226533
765366980,Planet Coffee,fast_food,cafe,NA,cafe,NA,NA,NA,NA,NA,-75.6936392,45.4271156
775320081,McDonald's,fast_food,fast_food,NA,fast_food,McDonald's,Elgin Street,252,NA,NA,-75.6909105,45.4182521
777473826,Loughlins Country Store,convenience,convenience,convenience,NA,NA,NA,NA,NA,NA,-75.517275,45.0610373
778695498,Gibsons on Queen,restaurant,restaurant,NA,restaurant,NA,Queen Street,404,NA,NA,-75.7065824,45.417786
790302894,Quickie,convenience,convenience,convenience,NA,NA,Watters Road,915,NA,NA,-75.4755687,45.4836517
790308511,Fat Albert's,fast_food,fast_food,NA,fast_food,NA,Watters Road,915,NA,NA,-75.4756314,45.4837122
795245165,Holland Cross Food Court,fast_food,food_court,NA,food_court,NA,NA,NA,NA,NA,-75.7331365,45.4034687
796259735,Perth Restaurant,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2502702,44.9007838
796259743,Skye Dragon,restaurant,restaurant,NA,restaurant,NA,Foster Street,70,Perth,NA,-76.2519272,44.9005965
796259752,Bistro 54,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.251553,44.9008302
796259781,The Cafe Hideaway,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2517759,44.9010102
796259838,O’Reilly’s,restaurant,pub,NA,pub,NA,NA,NA,NA,NA,-76.2498532,44.900434
796273685,JJ's Kitchen,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2512353,44.9015123
796289424,Mex & Co.,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2493548,44.9001433
796574642,The Stone Cellar,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2488895,44.8996277
796576074,Kothu Labs,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.2506649,44.901338
796576223,Chipmunk Chippery,fast_food,fast_food,NA,fast_food,NA,NA,NA,NA,NA,-76.2508598,44.9016216
796580556,Shark and Bull,restaurant,bar,NA,bar,NA,NA,NA,NA,NA,-76.2520071,44.9016321
805818076,Grey Jay Hospitality,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.6826278,45.4119532
808467735,Cafe Deluxe,fast_food,cafe,NA,cafe,NA,NA,NA,NA,NA,-75.6959234,45.4217095
808468420,Festival Japan,restaurant,restaurant,NA,restaurant,NA,Kent Street,149,NA,NA,-75.7020756,45.4188792
808468438,Quickie,convenience,convenience,convenience,NA,NA,Albert Street,435,NA,NA,-75.7071759,45.4171571
808846143,Daniel O'Connell's Irish Pub,restaurant,pub,NA,pub,NA,Wellington Street West,1211,NA,NA,-75.7306274,45.4003571
808846235,The Royal Oak,restaurant,pub,NA,pub,NA,Wellington Street West,1217,NA,NA,-75.7312723,45.4001957
808846249,Fil's diner,restaurant,restaurant,NA,restaurant,NA,Wellington Street West,1205,NA,NA,-75.7305636,45.4003813
828565649,Saigon Pho,fast_food,fast_food,NA,fast_food,NA,Bank Street,232,NA,NA,-75.6977268,45.4167482
828566195,Asian Kitchen,fast_food,fast_food,NA,fast_food,NA,Bank Street,212,NA,NA,-75.6980746,45.4171868
830672660,NA,fast_food,food_court,NA,food_court,NA,Place-d'Orléans Drive,110,NA,NA,-75.5163307,45.4779812
830720565,Preso tea,fast_food,cafe,NA,cafe,NA,Richmond Road,352,NA,NA,-75.7543496,45.3917342
845121550,Petit Bill's Bistro,restaurant,restaurant,NA,restaurant,NA,Wellington Street West,1293,NA,K1Y 3B1,-75.7354987,45.3990911
876639105,Tim Hortons,fast_food,cafe,NA,cafe,Tim Hortons,Baseline Road,2545,NA,K2H 7B3,-75.7863524,45.3421621
928639691,Wedel Touch of Europe,specialty,deli,deli,NA,NA,By Ward Market Square,5,NA,NA,-75.6934712,45.428573
928639702,Fairway Trading,grocery,grocery,grocery,NA,NA,By Ward Market Square,9,NA,NA,-75.6933428,45.4284213
928642850,Luxe Bistro,restaurant,restaurant,NA,restaurant,NA,York Street,47,NA,NA,-75.6934396,45.4281827
933318961,The Wood on Wellington,restaurant,pub,NA,pub,NA,Wellington Street West,1237,NA,NA,-75.7324094,45.3997534
938660537,Second Cup,fast_food,cafe,NA,cafe,Second Cup,Laurier Avenue East,153,NA,K1N 6N8,-75.6843303,45.424905
938691904,Second Cup,fast_food,cafe,NA,cafe,Second Cup,Metcalfe Street,99,NA,K1P 6L7,-75.6955214,45.4209905
938691909,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Elgin Street,216,NA,NA,-75.6915984,45.419023
938698341,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Rideau Street,47,NA,NA,-75.6929674,45.4258653
938706957,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Queen Street,131,NA,NA,-75.6982529,45.4217659
940310743,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Bank Street,366,NA,NA,-75.6952895,45.4139342
940315054,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Bank Street,750,NA,NA,-75.6888231,45.4035603
940320797,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Bank Street,1172,NA,NA,-75.6820529,45.3922222
941441313,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Beechwood Avenue,131,NA,K1M 1L5,-75.6720114,45.442089
941443111,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Elgin Street,282,NA,NA,-75.6898573,45.4170402
941449475,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Wellington Street West,1279,NA,NA,-75.7345792,45.3993482
941451883,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Slater Street,341,NA,K1R 7Y3,-75.7025424,45.4179425
941527871,Second Cup,fast_food,cafe,NA,cafe,Second Cup,Carling Avenue,1053,NA,NA,-75.7217389,45.3926855
948968729,Second Cup,fast_food,cafe,NA,cafe,Second Cup,Rideau Street,50,NA,NA,-75.6908901,45.4248065
948968731,Second Cup,fast_food,cafe,NA,cafe,Second Cup,Université Private,65,NA,NA,-75.6843119,45.4232829
948968741,Elgin Beer Project,restaurant,pub,NA,pub,NA,Elgin Street,399,NA,NA,-75.6875637,45.4150264
949085885,Happy Goat,fast_food,cafe,NA,cafe,NA,Bank Street,1124,NA,NA,-75.6831073,45.3934146
957642723,Elmazaj Lebanese Restaurant,restaurant,restaurant,NA,restaurant,NA,Canotek Road,5307,NA,NA,-75.587637,45.452842
967976470,So Good Restaurant,restaurant,restaurant,NA,restaurant,NA,Somerset Street West,717,NA,NA,-75.7078702,45.410692
967976471,Ben Ben Restaurant,restaurant,restaurant,NA,restaurant,NA,Somerset Street West,697,NA,NA,-75.7070219,45.4110431
968038320,Lexus Resto Bar,restaurant,restaurant,NA,restaurant,NA,Centrum Boulevard,210,NA,K1E 3V7,-75.512037,45.4787939
975865644,Lunch,fast_food,fast_food,NA,fast_food,NA,Sparks Street,240,NA,NA,-75.7019652,45.4204018
975866525,Subway,fast_food,fast_food,NA,fast_food,Subway,Laurier Avenue West,365,NA,NA,-75.7006061,45.4180671
981450335,Carlingwood Food Court,fast_food,food_court,NA,food_court,NA,Carling Avenue,2121,NA,NA,-75.7682526,45.3727446
1025418075,Taproom 260,restaurant,pub,NA,pub,NA,Centrum Boulevard,260,NA,NA,-75.5095394,45.4803628
1026537518,NA,fast_food,fast_food,NA,fast_food,NA,NA,NA,NA,NA,-75.4954837,45.5304077
1026537535,Chez Clauda,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.4961532,45.5302941
1026537537,Subway,fast_food,fast_food,NA,fast_food,Subway,NA,NA,NA,NA,-75.4956556,45.5303826
1027049065,Marché Roger Brazeau,convenience,convenience,convenience,NA,NA,Rue du Progrès,130,NA,J8M 1T1,-75.4935945,45.5234446
1027049084,Chez Tom,restaurant,pub,NA,pub,NA,NA,NA,NA,NA,-75.4930335,45.52391
1027969434,The Swan at Carp,restaurant,restaurant,NA,restaurant,NA,Falldown Lane,108,NA,NA,-76.0393874,45.345863
1143319495,Harmony Restaurant,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.7060143,45.4070721
1144102551,Uncle Tetsu,fast_food,fast_food,NA,fast_food,NA,Elgin Street,280,NA,NA,-75.6901453,45.417387
1144102554,The Ministry of Coffee,fast_food,cafe,NA,cafe,NA,Elgin Street,274,NA,K2P 1M2,-75.6902638,45.4175168
1144102566,Pure Kitchen,restaurant,restaurant,NA,restaurant,NA,Elgin Street,340,NA,K2P 1M5,-75.6888567,45.4159025
1144102577,St. Louis Bar & Grill,restaurant,restaurant,NA,restaurant,St. Louis Bar & Grill,Elgin Street,399,NA,NA,-75.6875022,45.414946
1305071675,Boston Pizza,restaurant,restaurant,NA,restaurant,Boston Pizza,Notre Dame Street,767,NA,NA,-75.3018364,45.2693955
1305071677,Dairy Queen,fast_food,fast_food,NA,fast_food,Dairy Queen,Notre Dame Street,767,NA,NA,-75.3015143,45.2687081
1339121915,Metro,grocery,supermarket,supermarket,NA,Metro,NA,NA,NA,NA,-76.3684266,45.4249666
1339121916,Pizza Pizza,fast_food,fast_food,NA,fast_food,Pizza Pizza,NA,NA,NA,NA,-76.3669402,45.425465
1339121925,Circle K,convenience,convenience,convenience,NA,Circle K,NA,NA,NA,NA,-76.3689672,45.4238433
1339121928,Subway,fast_food,fast_food,NA,fast_food,Subway,NA,NA,NA,NA,-76.369038,45.4237914
1339127901,The Prior Sports Bar,restaurant,pub,NA,pub,NA,NA,NA,NA,NA,-76.3686971,45.421156
1339127902,Asia Garden,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-76.3691156,45.4215928
1339127903,Danny Mac's,restaurant,pub,NA,pub,NA,John Street North,51,NA,NA,-76.3558175,45.4322419
1339127907,Domino's,fast_food,fast_food,NA,fast_food,Domino's,Daniel Street South,395,NA,NA,-76.3693032,45.4236506
1339127908,Tim Hortons,fast_food,cafe,NA,cafe,Tim Hortons,NA,NA,NA,NA,-76.3703376,45.4232333
1339127910,East Side Mario's,restaurant,restaurant,NA,restaurant,East Side Mario's,NA,NA,NA,NA,-76.346926,45.4346455
1339127912,Wendy's,fast_food,fast_food,NA,fast_food,Wendy's,NA,NA,NA,NA,-76.3705212,45.4231621
1339185466,The Hangar,restaurant,restaurant,NA,restaurant,NA,White Lake Road,580,Arnprior,K7S 3G9,-76.3752999,45.4185791
1419422340,Café Panorama,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.7078658,45.4298357
1461227907,Tealive,fast_food,cafe,NA,cafe,NA,Somerset Street West,675,NA,K1R 6P3,-75.7060419,45.4114449
1461227931,Kowloon,grocery,supermarket,supermarket,NA,NA,Somerset Street West,712,NA,NA,-75.7076334,45.4104822
1483919748,Flippers,restaurant,restaurant,NA,restaurant,NA,Bank Street,819,NA,NA,-75.6877944,45.4022472
1483920550,Von's,restaurant,restaurant,NA,restaurant,NA,Bank Street,819,NA,NA,-75.6878198,45.4022853
1520453682,Tim Hortons,fast_food,cafe,NA,cafe,Tim Hortons,Hazeldean Road,401,NA,NA,-75.8779526,45.3039853
1520455078,Circle K,convenience,convenience,convenience,NA,Circle K,Kakulu Road,7,NA,NA,-75.881619,45.309438
1520455410,Willys,fast_food,fast_food,NA,fast_food,NA,Kakulu Road,7,NA,NA,-75.8812431,45.3097034
1521214054,Dairy Queen,fast_food,fast_food,NA,fast_food,Dairy Queen,Hazeldean Road,415,NA,NA,-75.878885,45.3036967
1540354453,Giulia,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.6885052,45.415514
1561733378,Equator Coffee,fast_food,cafe,NA,cafe,NA,Ottawa Street,451,NA,NA,-76.1812601,45.2351569
1643687468,The Scone Witch,fast_food,cafe,NA,cafe,NA,Beechwood Avenue,35,NA,K1M 1M1,-75.6770382,45.4395423
1646406917,The Good Food Company,restaurant,restaurant,NA,restaurant,NA,Bridge Street,31,NA,NA,-76.1429984,45.1376008
1648588224,Tim Hortons,fast_food,cafe,NA,cafe,Tim Hortons,NA,NA,NA,NA,-76.1210998,45.1323952
1649542506,Ottawa Bagelshop and Deli,restaurant,restaurant,deli,restaurant,NA,Wellington Street West,1321,NA,K1Y 3B6,-75.73667,45.398855
1649548122,The Wellington Gastropub,restaurant,restaurant,NA,restaurant,NA,Wellington Street West,1325,NA,K1Y 3B6,-75.7369581,45.3988327
1658402022,The Keg,restaurant,restaurant,NA,restaurant,The Keg,Richmond Road,529,NA,NA,-75.7619613,45.3882653
1669178975,Café Alt,fast_food,cafe,NA,cafe,NA,NA,NA,NA,NA,-75.6854103,45.4234375
1674565934,Harvey's,fast_food,fast_food,NA,fast_food,Harvey's,Highway 7,NA,NA,NA,-76.1223892,45.1299478
1675788185,Bar Lupulus,restaurant,restaurant,NA,restaurant,NA,Wellington Street West,1242,NA,NA,-75.7322726,45.3995023
1709278902,Circle K,convenience,convenience,convenience,NA,Circle K,Highgate Road,1400,NA,NA,-75.7698355,45.348898
1725225062,Circle K,convenience,convenience,convenience,NA,Circle K,Carling Avenue,1859,NA,NA,-75.7573812,45.37645
1725499851,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Preston Street,349,NA,NA,-75.7100027,45.4018158
1725501308,The Heart and Crown,restaurant,pub,NA,pub,NA,Preston Street,353 B,NA,NA,-75.7097784,45.4014625
1729086579,Circle K,convenience,convenience,convenience,NA,Circle K,Merivale Road,1025,NA,NA,-75.7328776,45.3790051
1739424729,Subway,fast_food,fast_food,NA,fast_food,Subway,Boulevard Alexandre-Taché,390,NA,NA,-75.7458008,45.4219914
1740513568,Motel du Parc Bar,restaurant,bar,NA,bar,NA,NA,NA,NA,NA,-75.7435209,45.4219722
1747530574,Shell,convenience,convenience,convenience,fuel,Shell,Boulevard Maloney Ouest,620,NA,J8T 8K7,-75.6749252,45.4824094
1758687529,Glen French Fries (chip truck),fast_food,fast_food,NA,fast_food,NA,NA,NA,NA,NA,-75.7446979,45.3960646
1764246930,Chez Jack,fast_food,fast_food,NA,fast_food,NA,NA,NA,NA,NA,-76.0993955,45.551866
1782236090,Clocktower Brew Pub,restaurant,pub,NA,pub,NA,MacKay Street,422,NA,NA,-75.6772687,45.4395679
1796954783,Fulton's Pancake House,restaurant,restaurant,NA,restaurant,NA,Sugar Bush Road,399,NA,K0A 2X0,-76.3112618,45.24775
1798947619,Wendy's,fast_food,fast_food,NA,fast_food,Wendy's,Edgewater Street,6,NA,NA,-75.8939614,45.295117
1800921194,Bridgehead,fast_food,cafe,NA,cafe,Bridgehead,Wellington Street West,1024,NA,NA,-75.7236776,45.4045652
1800926194,Sushi Ro,restaurant,restaurant,NA,restaurant,NA,Wellington Street West,1123,NA,NA,-75.726478,45.4022851
1826905562,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Elgin Street,100,NA,NA,-75.6933691,45.4210352
1836648080,TacoLot,fast_food,fast_food,NA,fast_food,NA,Wellington Street West,995,NA,NA,-75.7234813,45.405286
1855068387,The Clocktower Brew Pub,restaurant,pub,NA,pub,NA,Richmond Road,418,NA,NA,-75.7576196,45.3899194
1869446441,Dépanneur Daniel,convenience,convenience,convenience,NA,NA,NA,NA,NA,NA,-75.6084323,45.4984223
1870697989,The Nuden,restaurant,bar,NA,bar,NA,Lagan Way,1560,NA,NA,-75.6288527,45.4109137
1882231484,Subway,fast_food,fast_food,NA,fast_food,Subway,Coleman Street,124,NA,NA,-76.1352609,45.1359655
1933971088,Au 4 Jeudi,restaurant,bar,NA,bar,NA,Rue Laval,44,NA,NA,-75.7161191,45.4269187
2011458417,Starbucks,fast_food,cafe,NA,cafe,Starbucks,Terry Fox Drive,500,NA,K2T 1C3,-75.916787,45.3086788
2014628785,Cedars & Co Food Market,convenience,convenience,convenience,NA,NA,Kilborn Avenue,1793,NA,NA,-75.6451832,45.3880457
2038796564,Beneci Pizzeria,fast_food,fast_food,NA,fast_food,NA,Lorry Greenberg Drive,4,NA,NA,-75.6210228,45.3690945
2038796571,Libnan Bakery & Shawarma,fast_food,fast_food,NA,fast_food,NA,Lorry Greenberg Drive,4,NA,NA,-75.6208105,45.3691831
2038796584,Quickie,convenience,convenience,convenience,NA,NA,Lorry Greenberg Drive,4,NA,NA,-75.6208901,45.3691568
2038796594,Southside Tap & Grill,restaurant,restaurant,NA,restaurant,NA,Lorry Greenberg Drive,4,NA,NA,-75.6204542,45.369307
2045639867,Mid-East Foods,grocery,supermarket,supermarket,NA,NA,Belfast Road,1010,NA,K1G 4A2,-75.6302422,45.4100972
2078003979,Il Negozio Nicastro,grocery,greengrocer,greengrocer,NA,NA,Bank Street,792,NA,K1S 3V8,-75.6884283,45.402895
2086197036,The Golden Arrow,restaurant,pub,NA,pub,NA,NA,NA,NA,NA,-76.2521703,44.9007736
2086327010,Twisted Fork Cafe and Bistro,fast_food,cafe,NA,cafe,NA,NA,NA,NA,NA,-76.2509928,44.9010131
2088038850,Aiyara Thai Cuisine,restaurant,restaurant,NA,restaurant,NA,Walkley Road,1590,NA,NA,-75.646263,45.376752
2088038854,Dairy Queen,fast_food,fast_food,NA,fast_food,Dairy Queen,Walkley Road,1412,NA,NA,-75.6537722,45.3734929
2088038858,Zaytoun Pizza,restaurant,restaurant,NA,restaurant,NA,Walkley Road,1588,NA,NA,-75.646349,45.3767249
2088038880,House of Pizza,fast_food,fast_food,NA,fast_food,NA,Walkley Road,1574,NA,NA,-75.6468558,45.3767345
2088038882,J.M. Walkley Dining Lounge,restaurant,restaurant,NA,restaurant,NA,Walkley Road,1432,NA,NA,-75.6534196,45.3736307
2088038883,Subtown,fast_food,fast_food,NA,fast_food,NA,Walkley Road,1600,NA,NA,-75.6459663,45.376868
2088038885,Circle K,convenience,convenience,convenience,NA,Circle K,Walkley Road,1420,NA,NA,-75.6536009,45.3735609
2088038887,Polka Delicatessan,specialty,deli,deli,NA,NA,Walkley Road,1574,NA,NA,-75.6470358,45.3766665
2092975673,Little Victories Coffee,fast_food,cafe,NA,cafe,NA,Bank Street,801,NA,K1S 3V7,-75.6880743,45.4027534
2096396268,Tim Hortons,fast_food,cafe,NA,cafe,Tim Hortons,Rideaucrest Drive,5,NA,NA,-75.7225531,45.2848892
2096396271,Quickie,convenience,convenience,convenience,NA,NA,Rideaucrest Drive,5,NA,NA,-75.7226712,45.2847685
2097412825,Corazon de Maiz,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.6926302,45.4277676
2097412826,Pure Power Juice Bar,restaurant,restaurant,NA,restaurant,NA,NA,NA,NA,NA,-75.6925537,45.4277098
2097429143,Tingz,restaurant,restaurant,NA,restaurant,NA,York Street,55,NA,NA,-75.6928105,45.4283016
2097430639,Continental Delicatessen,specialty,deli,deli,NA,NA,York Street,57,NA,K1N 9B7,-75.6927249,45.4283311
2097432357,Oh So Good,restaurant,restaurant,NA,restaurant,NA,York Street,25,NA,NA,-75.6940993,45.4278907
2097433634,Sushi Umi,restaurant,restaurant,NA,restaurant,NA,Wellington Street West,1311,NA,NA,-75.7359738,45.3989798
2104707493,Mona's Taqueria,restaurant,restaurant,NA,restaurant,NA,Bank Street,873,NA,NA,-75.686956,45.4008555
2104707497,Pizza Hut Delivery,fast_food,fast_food,NA,fast_food,Pizza Hut,Bank Street,855,NA,NA,-75.6873491,45.4014885
2104707500,The Rowan,restaurant,restaurant,NA,restaurant,NA,Bank Street,915,NA,NA,-75.6866067,45.4001695
2104707501,Subway,fast_food,fast_food,NA,fast_food,Subway,Bank Street,864,NA,NA,-75.6874034,45.4010701
2104707510,McDonald's,fast_food,fast_food,NA,fast_food,McDonald's,Bank Street,853,NA,NA,-75.687389,45.4015447
2104707515,Jericho,restaurant,restaurant,NA,restaurant,NA,Bank Street,840,NA,NA,-75.6878902,45.4018809
2104707516,Gong Cha,fast_food,cafe,NA,cafe,Gong Cha,Bank Street,856,NA,NA,-75.6875663,45.4013093
2104707519,Glebe Smoke Shop,convenience,convenience,convenience,NA,NA,Bank Street,844,NA,NA,-75.6878674,45.401847
2104707538,Irene's,restaurant,pub,NA,pub,NA,Bank Street,885,NA,K1S 3W4,-75.6869277,45.4007447
2106233435,Le foubrac,restaurant,restaurant,NA,restaurant,NA,Boulevard Montclair,47,NA,J8Y 2T8,-75.7352491,45.4400827
2106234835,Edgar,restaurant,restaurant,NA,restaurant,NA,Rue Bégin,60,Gatineau,J9A 1C8,-75.7451457,45.4207731
2118022289,Glebe Central,restaurant,pub,NA,pub,NA,Bank Street,779,NA,NA,-75.6884533,45.4034403
2118022291,La Strada,restaurant,restaurant,NA,restaurant,NA,Bank Street,697,NA,NA,-75.6895216,45.4053051
2118022300,Feleena's,restaurant,restaurant,NA,restaurant,NA,Bank Street,742,NA,NA,-75.6889643,45.4037736
2133832582,Trio Lounge,restaurant,bar,NA,bar,NA,NA,NA,NA,K1Z 6X2,-75.7525451,45.3928518
2146971239,The Senate Tavern on Wellington,restaurant,pub,NA,pub,NA,Wellington Street West,1008,NA,K1Y 2X9,-75.723403,45.4048816
2149257005,Supply and Demand,restaurant,restaurant,NA,restaurant,NA,Wellington Street West,1335,NA,K1Y 3C2,-75.7372765,45.3987213
2156864663,Pubblico Eatery,restaurant,pub,NA,pub,NA,Wellington Street West,1331,NA,K1Y 3B6,-75.7371071,45.3987528
2180623930,Quickie,convenience,convenience,convenience,NA,NA,NA,NA,NA,NA,-75.7916776,45.3629989
